Area ID,Area Name,Battle Type,Doll ID,Type,Name,Level,MOD,Link,Max HP,Crit.Rate,Crit.Damage,Armor Pen.,Damage,Accuracy,Evasion,Rate of Fire,Armor,Rounds,Recovery,Affection,Oathed,Skill1,Skill2,Equip1,Equip2,Equip3,Combat Effectiveness,Score Prediction (1-Fairy),Score Prediction (2-Fairy),Score Prediction (3-Fairy),Score Prediction (4-Fairy),Rank
933,Adv.3,Day,142,HG,Five-seven,100,0,5,315,40%,150%,8,48,60,132,66,0,0,0,100,0,10,0,Supp (Silencer) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3524,704,845,986,1127,44
933,Adv.3,Day,20002,HG,M1911 Mod,115,2,5,370,40%,150%,8,46,57,115,58,0,0,0,150,1,10,10,Supp (Silencer) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3513,702,843,983,1124,45
933,Adv.3,Day,257,RF,M200,91,0,5,420,88%,175%,195,150,98,32,33,0,0,0,150,1,10,0,AP (Ammo) (5-Star),Optical (Acc) (5-Star),Cape (Body) (5-Star),6214,699,838,978,1118,46
933,Adv.3,Day,197,RF,Carcano M1891,100,0,5,400,88%,175%,195,145,90,45,34,0,0,0,100,0,8,0,AP (Ammo) (5-Star),Optical (Acc) (5-Star),Cape (Body) (5-Star),6198,697,836,976,1115,47
933,Adv.3,Day,1002,SG,Elphelt,94,0,5,1335,40%,172%,15,52,43,8,27,33,5,0,100,0,10,0,Plate (Body) (5-Star),Buck (Shell) (5-Star),Red Dot (Acc) (5-Star),6914,691,829,967,1106,48
933,Adv.3,Day,162,SG,SPAS-12,100,0,5,1375,40%,172%,15,50,42,8,31,32,4,0,100,0,10,0,Plate (Body) (5-Star),Buck (Shell) (5-Star),Red Dot (Acc) (5-Star),6902,690,828,966,1104,49
933,Adv.3,Day,296,RF,Gr SL8,90,0,5,405,88%,175%,195,118,75,38,40,0,0,0,100,0,10,0,AP (Ammo) (5-Star),Optical (Acc) (5-Star),Cape (Body) (5-Star),6131,689,827,965,1103,50
933,Adv.3,Day,20122,AR,Gr G11 Mod,116,3,5,620,68%,175%,15,95,65,51,97,0,0,0,200,1,10,10,Optical (Acc) (5-Star),HV (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),7775,680,816,952,1088,51
933,Adv.3,Day,20293,AR,AK-15 Mod,115,3,5,590,68%,170%,15,113,63,81,78,0,0,0,200,1,10,10,Optical (Acc) (5-Star),HV (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),7729,676,811,946,1082,52
933,Adv.3,Day,99,HG,Gr Mk23,100,0,5,400,40%,150%,8,46,56,100,63,0,0,0,100,0,10,0,Supp (Silencer) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3374,674,809,944,1079,53
933,Adv.3,Day,294,HG,Webley,91,0,5,410,40%,150%,8,38,63,123,55,0,0,0,100,0,10,0,Supp (Silencer) (5-Star),HP (Ammo) (5-Star),T Exo (Body) (5-Star),3370,674,808,943,1078,54
933,Adv.3,Day,1020,RF,Stella Hoshii,92,0,5,435,88%,180%,195,117,82,35,37,0,0,0,100,0,10,0,AP (Ammo) (5-Star),Optical (Acc) (5-Star),Sp. Eq (Exclusive) (5-Star),5984,673,807,942,1077,55
933,Adv.3,Day,357,HG,Rhino,90,0,5,345,60%,150%,8,49,74,104,55,0,0,0,100,0,10,0,Supp (Silencer) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3364,672,807,941,1076,56
933,Adv.3,Day,272,HG,Desert Eagle,93,0,5,350,60%,150%,8,56,57,95,54,0,0,0,100,0,10,0,Supp (Silencer) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3358,671,805,940,1074,57
933,Adv.3,Day,20205,AR,AN-94 Mod,116,3,5,590,68%,125%,15,104,81,57,105,0,0,0,200,1,10,10,Sp. Eq (Exclusive) (5-Star),HV (Ammo) (5-Star),Processor Chip (Body) (5-Star),7604,665,798,931,1064,58
933,Adv.3,Day,285,HG,C-93,90,0,5,300,40%,150%,8,48,60,124,62,0,0,0,100,0,10,0,Supp (Silencer) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3310,662,794,926,1059,59
933,Adv.3,Day,351,SG,M26-MASS,90,0,5,1205,40%,172%,15,50,44,12,28,31,5,0,100,0,10,0,Plate (Body) (5-Star),Buck (Shell) (5-Star),Red Dot (Acc) (5-Star),6585,658,790,921,1053,60
933,Adv.3,Day,46,RF,Kar98k,90,0,5,400,88%,170%,195,143,75,40,33,0,0,0,100,0,8,0,AP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),Rangefinder (Body) (5-Star),5822,654,785,916,1047,61
933,Adv.3,Day,39,RF,Mosin-Nagant,90,0,5,420,88%,180%,195,160,82,42,29,0,0,0,100,0,8,0,AP (Ammo) (5-Star),Optical (Acc) (5-Star),Sp. Eq (Exclusive) (5-Star),5794,651,782,912,1042,62
933,Adv.3,Day,20125,MG,Gr MG4 Mod,115,3,5,925,40%,150%,615,105,79,39,139,0,15,0,200,1,10,10,Sp. Eq (Exclusive) (5-Star),Sp. Eq (Exclusive) (5-Star),MG Box (Body) (5-Star),17325,649,779,909,1039,63
933,Adv.3,Day,282,SG,DP-12,90,0,5,1205,40%,172%,15,46,43,11,29,32,5,0,100,0,8,0,Plate (Body) (5-Star),Buck (Shell) (5-Star),Red Dot (Acc) (5-Star),6464,646,775,904,1034,64
933,Adv.3,Day,352,SG,Nova,90,0,5,1255,40%,172%,15,46,43,14,27,29,7,0,100,0,8,0,Plate (Body) (5-Star),Buck (Shell) (5-Star),Red Dot (Acc) (5-Star),6456,645,774,903,1032,65
933,Adv.3,Day,157,SG,Am KSG,90,0,5,1205,40%,172%,15,45,43,10,28,33,5,0,100,0,8,0,Plate (Body) (5-Star),Buck (Shell) (5-Star),Red Dot (Acc) (5-Star),6435,643,772,900,1029,66
933,Adv.3,Day,153,SG,M37,90,0,5,1205,40%,172%,15,56,42,10,26,31,4,0,100,0,8,0,Plate (Body) (5-Star),Buck (Shell) (5-Star),Sp. Eq (Exclusive) (5-Star),6319,631,758,884,1011,67
933,Adv.3,Day,20065,AR,416 Mod,115,3,5,620,68%,160%,15,108,59,75,78,0,0,0,200,1,10,10,Optical (Acc) (5-Star),HV (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),7212,631,757,883,1009,68
933,Adv.3,Day,1009,HG,El Clear,90,0,5,315,40%,150%,8,40,59,129,59,0,0,0,100,0,10,0,Supp (Silencer) (5-Star),HP (Ammo) (5-Star),T Exo (Body) (5-Star),3136,627,752,878,1003,69
933,Adv.3,Day,212,HG,K5,93,0,5,320,60%,150%,8,39,52,126,60,0,0,0,100,0,10,0,Supp (Silencer) (5-Star),HP (Ammo) (5-Star),T Exo (Body) (5-Star),3132,626,751,876,1002,70
933,Adv.3,Day,1025,SG,Triela,90,0,5,1205,65%,172%,15,51,42,10,25,30,4,0,100,0,8,0,Plate (Body) (5-Star),Sp. Eq (Exclusive) (5-Star),Red Dot (Acc) (5-Star),6263,626,751,876,1002,71
933,Adv.3,Day,20056,AR,M4 SOPMOD II Mod,117,3,5,565,78%,150%,15,115,72,53,77,0,0,0,200,1,10,10,Optical (Acc) (5-Star),Sp. Eq (Exclusive) (5-Star),HV (Ammo) (5-Star),7082,619,743,867,991,72
933,Adv.3,Day,126,HG,NZ75,90,0,5,345,50%,150%,8,42,60,126,61,0,0,0,100,0,1,0,Sp. Eq (Exclusive) (5-Star),HP (Ammo) (5-Star),T Exo (Body) (5-Star),3089,617,741,864,988,73
933,Adv.3,Day,348,RF,HS.50,90,0,5,420,88%,150%,195,157,81,29,32,0,0,0,100,0,10,0,AP (Ammo) (5-Star),Optical (Acc) (5-Star),-,5396,607,728,849,971,74
933,Adv.3,Day,20216,AR,XM8 Mod,115,3,5,550,20%,100%,15,110,89,56,102,0,0,0,200,1,10,10,Sp. Eq (Exclusive) (5-Star),HV (Ammo) (5-Star),Processor Chip (Body) (5-Star),6883,602,722,843,963,75
933,Adv.3,Day,331,HG,Kolibri,91,0,5,315,40%,150%,8,24,57,169,56,0,0,0,100,0,10,0,Supp (Silencer) (5-Star),HP (Ammo) (5-Star),T Exo (Body) (5-Star),3012,602,722,843,963,76
933,Adv.3,Day,14,HG,Astra,90,0,5,380,40%,150%,8,47,44,111,50,0,0,0,100,0,8,0,Supp (Silencer) (5-Star),Sp. Eq (Exclusive) (5-Star),T Exo (Body) (5-Star),2991,598,717,837,957,77
933,Adv.3,Day,354,HG,ZiP .22,90,0,5,315,40%,150%,8,40,38,127,61,0,0,0,100,0,10,0,Supp (Silencer) (5-Star),HP (Ammo) (5-Star),T Exo (Body) (5-Star),2966,593,711,830,949,78
933,Adv.3,Day,148,RF,IWS 2000,91,0,5,420,88%,150%,195,160,76,29,31,0,0,0,100,0,10,0,AP (Ammo) (5-Star),Optical (Acc) (5-Star),-,5268,592,711,829,948,79
933,Adv.3,Day,247,RF,K31,90,0,5,370,88%,150%,195,124,75,36,38,0,0,0,100,0,8,0,AP (Ammo) (5-Star),Optical (Acc) (5-Star),-,5254,591,709,827,945,80
933,Adv.3,Day,20057,AR,ST AR-15 Mod,118,3,5,535,68%,180%,15,107,74,60,68,0,0,0,200,1,10,10,Optical (Acc) (5-Star),Sp. Eq (Exclusive) (5-Star),Sp. Eq (Exclusive) (5-Star),6728,588,706,824,941,81
933,Adv.3,Day,43,RF,SVD,90,0,5,380,88%,150%,195,133,77,32,36,0,0,0,100,0,8,0,Sp. Eq (Exclusive) (5-Star),Optical (Acc) (5-Star),-,5227,588,705,823,940,82
933,Adv.3,Day,270,RF,4 Shiki,90,0,5,400,88%,150%,195,121,71,35,38,0,0,0,100,0,8,0,Sp. Eq (Exclusive) (5-Star),Optical (Acc) (5-Star),-,5184,583,699,816,933,83
933,Adv.3,Day,211,RF,SRS,90,0,5,410,88%,150%,195,133,79,34,34,0,0,0,100,0,8,0,AP (Ammo) (5-Star),Optical (Acc) (5-Star),-,5138,578,693,809,924,84
933,Adv.3,Day,235,RF,SPR A3G,90,0,5,410,88%,150%,195,139,80,30,34,0,0,0,100,0,1,0,AP (Ammo) (5-Star),Optical (Acc) (5-Star),Rangefinder (Body) (5-Star),5125,576,691,807,922,85
933,Adv.3,Day,305,RF,Tabuk,90,0,5,400,88%,150%,195,114,78,35,38,0,0,0,100,0,8,0,AP (Ammo) (5-Star),Optical (Acc) (5-Star),-,5123,576,691,806,922,86
933,Adv.3,Day,11,HG,P08,100,0,5,350,40%,150%,8,42,49,129,55,0,0,0,100,0,1,0,Supp (Silencer) (5-Star),HP (Ammo) (5-Star),T Exo (Body) (5-Star),2873,574,689,804,919,87
933,Adv.3,Day,337,RF,De Lisle,90,0,5,485,88%,150%,195,107,83,37,35,0,0,0,100,0,10,0,AP (Ammo) (5-Star),Optical (Acc) (5-Star),-,5012,563,676,789,902,88
933,Adv.3,Day,213,SMG,C-MS,96,0,5,905,5%,100%,195,48,46,76,109,0,0,0,100,0,10,0,Processor Chip (Body) (5-Star),AP (Ammo) (5-Star),Red Dot (Acc) (5-Star),7410,555,666,778,889,89
933,Adv.3,Day,184,RF,T-5000,90,0,5,430,88%,150%,195,124,81,28,34,0,0,0,100,0,8,0,AP (Ammo) (5-Star),Optical (Acc) (5-Star),-,4921,553,664,775,885,90
933,Adv.3,Day,20060,AR,AS Val Mod,115,3,5,675,20%,100%,15,96,72,58,97,0,0,0,200,1,10,10,EOT (Holographic) (5-Star),Sp. Eq (Exclusive) (5-Star),Processor Chip (Body) (5-Star),6263,548,657,767,876,91
933,Adv.3,Day,118,AR,9A-91,100,0,5,580,68%,150%,15,82,54,55,103,0,0,0,150,1,10,0,Optical (Acc) (5-Star),HV (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),6234,545,654,763,872,92
933,Adv.3,Day,20171,AR,Ribeyrolles Mod,115,2,5,590,20%,100%,15,107,83,46,92,0,0,0,150,1,10,10,Red Dot (Acc) (5-Star),HV (Ammo) (5-Star),Processor Chip (Body) (5-Star),6199,542,650,759,867,93
933,Adv.3,Day,54,AR,M16A1,100,0,5,605,20%,150%,15,70,29,55,65,31,0,0,100,0,8,0,HV (Ammo) (5-Star),Plate (Body) (5-Star),Sp. Eq (Exclusive) (5-Star),6159,538,646,754,862,94
933,Adv.3,Day,62,AR,Gr G41,100,0,5,635,68%,150%,15,98,61,62,77,0,0,0,100,0,10,0,Optical (Acc) (5-Star),HV (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),6163,539,647,754,862,95
933,Adv.3,Day,206,AR,AK-12,100,0,5,550,20%,100%,15,102,80,55,99,0,0,0,100,0,10,0,EOT (Holographic) (5-Star),HV (Ammo) (5-Star),Processor Chip (Body) (5-Star),6107,534,641,748,854,96
933,Adv.3,Day,20064,AR,Gr G36 Mod,115,2,5,645,20%,100%,15,92,83,49,99,0,0,0,150,1,10,10,Red Dot (Acc) (5-Star),HV (Ammo) (5-Star),Processor Chip (Body) (5-Star),6089,532,639,745,852,97
933,Adv.3,Day,42,RF,PTRD,90,0,5,440,88%,150%,195,167,72,29,27,0,0,0,100,0,1,0,AP (Ammo) (5-Star),Optical (Acc) (5-Star),Rangefinder (Body) (5-Star),4704,529,635,740,846,98
933,Adv.3,Day,20104,SMG,Gr G36c Mod,115,3,5,1080,5%,150%,8,55,47,121,84,0,0,0,200,1,10,10,Sp. Eq (Exclusive) (5-Star),HP (Ammo) (5-Star),Red Dot (Acc) (5-Star),6993,524,629,734,839,99
933,Adv.3,Day,20143,SMG,RO635 Mod,116,3,5,1035,5%,100%,8,64,48,88,121,0,0,0,200,1,10,10,Processor Chip (Body) (5-Star),HP (Ammo) (5-Star),Red Dot (Acc) (5-Star),6994,524,629,734,839,100
933,Adv.3,Day,20032,SMG,Micro Uzi Mod,116,3,5,880,5%,100%,8,69,51,95,128,0,0,0,200,1,10,10,Processor Chip (Body) (5-Star),HP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),6982,523,628,733,837,101
933,Adv.3,Day,20101,SMG,UMP9 Mod,115,3,5,900,5%,100%,8,74,35,111,112,0,0,0,200,1,10,10,Processor Chip (Body) (5-Star),HP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),6905,517,621,725,828,102
933,Adv.3,Day,20026,SMG,Gr MP5 Mod,115,3,5,900,5%,150%,8,55,32,155,90,0,0,0,200,1,10,10,Sp. Eq (Exclusive) (5-Star),HP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),6881,516,619,722,825,103
933,Adv.3,Day,20071,AR,Galil Mod,115,3,5,630,20%,100%,15,96,87,51,90,0,0,0,200,1,10,10,Red Dot (Acc) (5-Star),HV (Ammo) (5-Star),Processor Chip (Body) (5-Star),5867,513,616,718,821,104
933,Adv.3,Day,173,MG,PKP,90,0,5,785,35%,150%,515,97,61,27,118,0,15,0,100,0,10,0,SLAP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),MG Box (Body) (5-Star),13306,498,598,698,798,105
933,Adv.3,Day,106,AR,FAL,100,0,5,660,20%,100%,15,95,76,40,96,0,0,0,100,0,10,0,Red Dot (Acc) (5-Star),HV (Ammo) (5-Star),Processor Chip (Body) (5-Star),5678,496,596,695,794,106
933,Adv.3,Day,73,AR,AUG,93,0,5,585,85%,115%,15,90,56,46,98,0,0,0,100,0,10,0,Sp. Eq (Exclusive) (5-Star),HV (Ammo) (5-Star),Processor Chip (Body) (5-Star),5660,495,594,693,792,107
933,Adv.3,Day,20063,AR,Gr G3 Mod,115,2,5,565,20%,100%,15,99,90,43,88,0,0,0,150,1,10,10,Red Dot (Acc) (5-Star),HV (Ammo) (5-Star),Processor Chip (Body) (5-Star),5657,494,593,692,791,108
933,Adv.3,Day,119,AR,OTs-14,100,0,5,550,20%,100%,15,95,71,57,96,0,0,0,100,0,10,0,EOT (Holographic) (5-Star),HV (Ammo) (5-Star),Processor Chip (Body) (5-Star),5648,494,593,691,790,109
933,Adv.3,Day,1032,AR,Medusa,90,0,5,575,30%,100%,15,96,85,46,94,0,0,0,100,0,8,0,Red Dot (Acc) (5-Star),HV (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),5590,489,586,684,782,110
933,Adv.3,Day,1027,AR,Angelica,91,0,5,580,78%,150%,15,90,55,65,73,0,0,0,100,0,8,0,Optical (Acc) (5-Star),HV (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),5546,485,582,679,776,111
933,Adv.3,Day,20103,SMG,UMP45 Mod,117,3,5,975,30%,175%,8,49,17,139,83,0,0,0,200,1,10,10,Sp. Eq (Exclusive) (5-Star),HP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),6415,481,577,673,769,112
933,Adv.3,Day,20075,MG,M1918 Mod,115,2,5,800,53%,150%,515,108,38,38,109,0,14,0,150,1,10,10,SLAP (Ammo) (5-Star),Optical (Acc) (5-Star),Sp. Eq (Exclusive) (5-Star),12801,480,576,672,768,113
933,Adv.3,Day,20199,MG,Type80 Mod,115,2,5,910,5%,150%,515,108,61,26,113,0,15,0,150,1,10,10,SLAP (Ammo) (5-Star),Red Dot (Acc) (5-Star),MG Box (Body) (5-Star),12591,472,566,661,755,114
933,Adv.3,Day,72,AR,TAR-21,90,0,5,500,68%,150%,15,84,47,64,87,0,0,0,100,0,8,0,Optical (Acc) (5-Star),HV (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),5377,470,564,658,752,115
933,Adv.3,Day,20136,SMG,PP-19 Mod,115,2,5,945,5%,150%,8,39,46,122,90,0,0,0,150,1,10,10,T Exo (Body) (5-Star),HP (Ammo) (5-Star),Red Dot (Acc) (5-Star),6033,452,542,633,723,116
933,Adv.3,Day,115,SMG,Suomi,100,0,5,1100,5%,150%,8,39,46,106,92,0,0,0,100,0,10,0,Sp. Eq (Exclusive) (5-Star),HP (Ammo) (5-Star),Red Dot (Acc) (5-Star),6019,451,541,631,722,117
933,Adv.3,Day,260,HG,PA-15,70,0,4,236,40%,150%,8,45,51,69,57,0,0,0,100,0,1,0,Supp (Silencer) (5-Star),HP (Ammo) (5-Star),-,1873,449,539,629,719,118
933,Adv.3,Day,215,AR,MDR,90,0,5,565,68%,180%,15,91,49,50,64,0,0,0,100,0,8,0,Sp. Eq (Exclusive) (5-Star),HV (Ammo) (5-Star),Focus Chip (Body) (5-Star),5118,447,537,626,716,119
933,Adv.3,Day,135,SMG,SR-3MP,100,0,5,970,5%,150%,8,52,33,116,90,0,0,0,100,0,10,0,T Exo (Body) (5-Star),HP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),5973,447,537,627,716,120
933,Adv.3,Day,127,SMG,Type79,100,0,5,970,5%,150%,15,53,43,109,83,0,0,0,100,0,10,0,T Exo (Body) (5-Star),Sp. Eq (Exclusive) (5-Star),Red Dot (Acc) (5-Star),5920,444,532,621,710,121
933,Adv.3,Day,1019,SMG,Dorothy Haze,100,0,5,880,5%,150%,8,47,47,131,78,0,0,0,150,1,10,0,T Exo (Body) (5-Star),Sp. Eq (Exclusive) (5-Star),Red Dot (Acc) (5-Star),5811,435,522,610,697,122
933,Adv.3,Day,245,SMG,P90,91,0,5,910,5%,150%,8,40,25,135,90,0,0,0,100,0,10,0,T Exo (Body) (5-Star),HP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),5723,429,515,600,686,123
933,Adv.3,Day,20,SMG,Vector,100,0,5,925,5%,150%,8,41,42,110,100,0,0,0,100,0,10,0,T Exo (Body) (5-Star),HP (Ammo) (5-Star),Red Dot (Acc) (5-Star),5616,421,505,589,673,124
933,Adv.3,Day,1028,SMG,Agent Vector,100,0,5,925,5%,150%,8,41,42,110,100,0,0,0,100,0,10,0,T Exo (Body) (5-Star),HP (Ammo) (5-Star),Red Dot (Acc) (5-Star),5616,421,505,589,673,125
933,Adv.3,Day,1029,AR,Agent 416,92,0,5,585,68%,150%,15,66,46,79,74,0,0,0,100,0,8,0,Optical (Acc) (5-Star),Sp. Eq (Exclusive) (5-Star),T Exo (Body) (5-Star),4717,412,495,577,660,126
933,Adv.3,Day,16,SMG,Thompson,90,0,5,1130,5%,150%,15,32,26,94,75,0,0,0,100,0,8,0,Sp. Eq (Exclusive) (5-Star),Flare (Ammo) (5-Star),EOT (Holographic) (5-Star),5309,398,477,557,637,127
933,Adv.3,Day,261,RF,QBU-88,70,0,4,284,60%,150%,195,107,68,42,37,0,0,0,100,0,4,0,AP (Ammo) (5-Star),Supp (Silencer) (5-Star),-,3456,388,466,544,622,128
933,Adv.3,Day,27,SMG,Skorpion,100,0,5,795,5%,150%,8,40,44,123,90,0,0,0,100,0,10,0,T Exo (Body) (5-Star),Sp. Eq (Exclusive) (5-Star),Red Dot (Acc) (5-Star),5163,387,464,542,619,129
933,Adv.3,Day,172,AR,Am RFB,95,0,5,510,78%,168%,15,65,69,85,53,0,0,0,100,0,10,0,Sp. Eq (Exclusive) (5-Star),-,T Exo (Body) (5-Star),4424,387,464,541,619,130
933,Adv.3,Day,194,AR,K2,90,0,5,605,65%,180%,15,65,57,41,66,0,0,0,100,0,8,0,Sp. Eq (Exclusive) (5-Star),-,Focus Chip (Body) (5-Star),4340,379,455,531,607,131
933,Adv.3,Day,243,AR,64 Shiki,90,0,5,590,68%,198%,15,76,60,41,50,0,0,0,100,0,8,0,Sp. Eq (Exclusive) (5-Star),-,Focus Chip (Body) (5-Star),4249,371,446,520,594,132
933,Adv.3,Day,146,RF,Gr G28,70,0,4,300,60%,150%,195,101,62,34,35,0,0,0,100,0,8,0,AP (Ammo) (5-Star),Supp (Silencer) (5-Star),-,3233,363,436,509,581,133
933,Adv.3,Day,129,AR,Type95,90,0,5,550,68%,180%,15,70,51,45,59,0,0,0,100,0,8,0,Sp. Eq (Exclusive) (5-Star),-,Focus Chip (Body) (5-Star),4142,362,434,507,579,134
933,Adv.3,Day,361,AR,QBZ-191,90,0,5,575,40%,180%,15,65,50,55,66,0,0,0,100,0,10,0,Supp (Silencer) (5-Star),-,Focus Chip (Body) (5-Star),4140,362,434,507,579,135
933,Adv.3,Day,356,AR,A-545,90,0,5,525,40%,180%,15,65,52,58,69,0,0,0,100,0,8,0,Supp (Silencer) (5-Star),-,Focus Chip (Body) (5-Star),4122,360,432,504,577,136
933,Adv.3,Day,165,SG,M1014,70,0,4,936,40%,150%,15,27,30,8,29,27,4,0,100,0,1,0,Plate (Body) (5-Star),Slug (Shell) (5-Star),-,3606,360,432,504,576,137
933,Adv.3,Day,204,RF,Ballista,70,0,4,280,60%,150%,195,117,72,38,32,0,0,0,100,0,1,0,AP (Ammo) (5-Star),Supp (Silencer) (5-Star),-,3164,355,427,498,569,138
933,Adv.3,Day,105,AR,OTs-12,90,0,5,500,40%,195%,15,72,53,63,60,0,0,0,100,0,8,0,Supp (Silencer) (5-Star),Sp. Eq (Exclusive) (5-Star),Focus Chip (Body) (5-Star),4069,356,427,498,569,139
933,Adv.3,Day,318,AR,VHS,90,0,5,550,40%,180%,15,66,52,56,65,0,0,0,100,0,8,0,Supp (Silencer) (5-Star),-,Focus Chip (Body) (5-Star),4054,354,425,496,567,140
933,Adv.3,Day,338,AR,SIG MCX,90,0,5,550,40%,180%,15,59,55,55,70,0,0,0,100,0,8,0,Supp (Silencer) (5-Star),-,Focus Chip (Body) (5-Star),4013,351,421,491,561,141
933,Adv.3,Day,234,SMG,JS 9,91,0,5,860,5%,100%,15,33,45,84,93,0,0,0,100,0,10,0,Processor Chip (Body) (3-Star),Flare (Ammo) (5-Star),Red Dot (Acc) (5-Star),4672,350,420,490,560,142
933,Adv.3,Day,311,SMG,Lusa,90,0,5,970,5%,100%,15,42,27,67,94,0,0,0,100,0,10,0,Processor Chip (Body) (3-Star),Flare (Ammo) (5-Star),EOT (Holographic) (5-Star),4608,345,414,483,552,143
933,Adv.3,Day,306,AR,AK-Alfa,90,0,5,550,20%,100%,15,68,66,50,76,0,0,0,100,0,8,0,EOT (Holographic) (5-Star),-,Processor Chip (Body) (3-Star),3916,342,411,479,548,144
933,Adv.3,Day,290,AR,89 Shiki,90,0,5,575,20%,100%,15,66,60,44,81,0,0,0,100,0,8,0,EOT (Holographic) (5-Star),-,Processor Chip (Body) (3-Star),3903,341,409,478,546,145
933,Adv.3,Day,236,AR,K11,90,0,5,640,34%,180%,15,62,53,43,63,0,0,0,100,0,8,0,Supp (Silencer) (4-Star),-,Focus Chip (Body) (5-Star),3812,333,400,466,533,146
933,Adv.3,Day,315,SMG,AUG Para,90,0,5,880,5%,180%,15,48,29,80,72,0,0,0,100,0,8,0,Focus Chip (Body) (5-Star),-,EOT (Holographic) (5-Star),4365,327,392,458,523,147
933,Adv.3,Day,214,AR,ADS,90,0,5,575,20%,180%,15,67,66,44,61,0,0,0,100,0,8,0,EOT (Holographic) (5-Star),-,Focus Chip (Body) (5-Star),3714,324,389,454,519,148
933,Adv.3,Day,181,AR,T91,90,0,5,585,20%,180%,15,69,58,45,60,0,0,0,100,0,8,0,EOT (Holographic) (5-Star),-,Focus Chip (Body) (5-Star),3703,324,388,453,518,149
933,Adv.3,Day,340,AR,TKB-408,90,0,5,550,20%,180%,15,72,64,47,56,0,0,0,100,0,8,0,EOT (Holographic) (5-Star),-,Focus Chip (Body) (5-Star),3655,319,383,447,511,150
933,Adv.3,Day,287,AR,SIG-556,90,0,5,575,20%,180%,15,69,59,44,59,0,0,0,100,0,8,0,EOT (Holographic) (5-Star),-,Focus Chip (Body) (5-Star),3647,319,382,446,510,151
933,Adv.3,Day,187,AR,Ak 5,90,0,5,550,20%,180%,15,71,82,37,58,0,0,0,100,0,8,0,Sp. Eq (Exclusive) (5-Star),-,Focus Chip (Body) (5-Star),3636,318,381,445,509,152
933,Adv.3,Day,1033,MG,Hanazono Yurine,90,0,5,865,55%,150%,195,102,33,22,124,0,15,0,100,0,10,0,AP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),MG Box (Body) (5-Star),8275,310,372,434,496,153
933,Adv.3,Day,20081,MG,LWMMG Mod,115,2,5,885,5%,150%,135,131,44,25,88,0,15,0,150,1,10,10,SNIP (Ammo) (5-Star),EOT (Holographic) (5-Star),MG Box (Body) (5-Star),7842,294,352,411,470,154
933,Adv.3,Day,253,MG,Lewis,90,0,5,905,5%,150%,135,118,44,28,108,0,15,0,100,0,10,0,SNIP (Ammo) (5-Star),EOT (Holographic) (5-Star),MG Box (Body) (5-Star),7576,284,340,397,454,155
933,Adv.3,Day,309,HG,WKp,70,0,4,272,20%,150%,15,35,38,51,40,0,0,0,100,0,4,0,PEQ (Acc) (5-Star),-,-,1421,284,341,397,454,156
933,Adv.3,Day,276,MG,Kord,100,0,5,990,5%,150%,135,133,38,21,106,0,14,0,100,0,10,0,SNIP (Ammo) (5-Star),EOT (Holographic) (5-Star),MG Box (Body) (5-Star),7504,281,337,393,450,157
933,Adv.3,Day,345,MG,MG338,97,0,5,855,5%,150%,135,126,41,25,119,0,14,0,100,0,10,0,SNIP (Ammo) (5-Star),EOT (Holographic) (5-Star),MG Box (Body) (5-Star),7438,278,334,390,446,158
933,Adv.3,Day,307,MG,ZB-26,90,0,5,865,5%,150%,135,116,44,29,108,0,14,0,100,0,8,0,SNIP (Ammo) (5-Star),EOT (Holographic) (5-Star),MG Box (Body) (5-Star),7208,270,324,378,432,159
933,Adv.3,Day,292,MG,RPK-16,90,0,5,785,5%,150%,135,101,50,32,120,0,15,0,100,0,10,0,SNIP (Ammo) (5-Star),EOT (Holographic) (5-Star),MG Box (Body) (5-Star),7198,269,323,377,431,160
933,Adv.3,Day,339,MG,RPK-203,90,0,5,785,5%,150%,135,108,47,32,116,0,14,0,100,0,10,0,SNIP (Ammo) (5-Star),EOT (Holographic) (5-Star),MG Box (Body) (5-Star),7119,266,320,373,427,161
